Item,Date,DateTime,Timestamp,Reference_Price,Bid_Depth,Ask_Depth,Percentage
ETHUSDT,2024-12-24,2024-12-24 17:08:25.666000+03:30,1735047505666,3439.8,4.63631,8.77494,5.0
FETIRT,2024-12-24,2024-12-24 17:08:25.591000+03:30,1735047505591,1085100.0,10664.94,13043.86,5.0
FETUSDT,2024-12-24,2024-12-24 17:08:25.874000+03:30,1735047505874,1.3844,12375.84,8711.32,5.0
FILIRT,2024-12-24,2024-12-24 17:08:26.275000+03:30,1735047506275,4190020.0,3072.284,2165.761,5.0
FILUSDT,2024-12-24,2024-12-24 17:08:25.708000+03:30,1735047505708,5.32,3046.27,3268.373,5.0
FLOWIRT,2024-12-24,2024-12-24 17:08:26.229000+03:30,1735047506229,619990.0,44988.866,34941.702000000005,5.0
FLOWUSDT,2024-12-24,2024-12-24 17:08:25.807000+03:30,1735047505807,0.779,44695.311,43578.962999999996,5.0
FTMIRT,2024-12-24,2024-12-24 17:08:25.470000+03:30,1735047505470,765270.0,30390.0,14398.0,5.0
FTMUSDT,2024-12-24,2024-12-24 17:08:25.754000+03:30,1735047505754,0.9658,8828.0,21665.0,5.0
GIRT,2024-12-24,2024-12-24 17:08:25.645000+03:30,1735047505645,25630.0,601572.9,416850.30000000005,5.0
GLMIRT,2024-12-24,2024-12-24 17:08:26.263000+03:30,1735047506263,295070.0,76395.92,56370.16,5.0
GLMUSDT,2024-12-24,2024-12-24 17:08:25.855000+03:30,1735047505855,0.3735,73015.78,76406.77,5.0
GMTIRT,2024-12-24,2024-12-24 17:08:26.300000+03:30,1735047506300,111060.0,106851.0,118363.0,5.0
GMTUSDT,2024-12-24,2024-12-24 17:08:25.703000+03:30,1735047505703,0.139,274451.0,280748.0,5.0
GMXIRT,2024-12-24,2024-12-24 17:08:25.537000+03:30,1735047505537,23671900.0,1310.9975,1211.9278,5.0
GMXUSDT,2024-12-24,2024-12-24 17:08:25.986000+03:30,1735047505986,29.77,1157.4253,1173.1808,5.0
GRTIRT,2024-12-24,2024-12-24 17:08:25.483000+03:30,1735047505483,180820.0,94884.0,50066.0,5.0
GRTUSDT,2024-12-24,2024-12-24 17:08:25.771000+03:30,1735047505771,0.23,157247.0,76693.0,5.0
GUSDT,2024-12-24,2024-12-24 17:08:25.900000+03:30,1735047505900,0.03211,678518.9,609266.4,5.0
HBARIRT,2024-12-24,2024-12-24 17:08:25.423000+03:30,1735047505423,252000.0,33140.0,54956.0,5.0
HBARUSDT,2024-12-24,2024-12-24 17:08:25.738000+03:30,1735047505738,0.31682,46134.0,56455.0,5.0
HMSTRIRT,2024-12-24,2024-12-24 17:08:25.693000+03:30,1735047505693,2491.0,2412290.0,3611911.0,5.0
HMSTRUSDT,2024-12-24,2024-12-24 17:08:25.944000+03:30,1735047505944,0.0031597,3182980.0,3932214.0,5.0
HOTIRT,2024-12-24,2024-12-24 17:08:25.545000+03:30,1735047505545,2050.0,4643391.0,7470214.0,5.0
HOTUSDT,2024-12-24,2024-12-24 17:08:25.990000+03:30,1735047505990,0.002554,10703007.0,11141965.0,5.0
IMXIRT,2024-12-24,2024-12-24 17:08:25.515000+03:30,1735047505515,1158600.0,18100.010000000002,23285.05,5.0
IMXUSDT,2024-12-24,2024-12-24 17:08:25.838000+03:30,1735047505838,1.48,23455.06,23077.46,5.0
JASMYIRT,2024-12-24,2024-12-24 17:08:25.662000+03:30,1735047505662,28920.0,404081.5,204847.1,5.0
JASMYUSDT,2024-12-24,2024-12-24 17:08:25.935000+03:30,1735047505935,0.036052,801362.4,792951.9,5.0
JSTIRT,2024-12-24,2024-12-24 17:08:25.515000+03:30,1735047505515,31660.0,669175.5,326419.3,5.0
JSTUSDT,2024-12-24,2024-12-24 17:08:25.953000+03:30,1735047505953,0.04001,838668.7,970100.8,5.0
LDOIRT,2024-12-24,2024-12-24 17:08:26.260000+03:30,1735047506260,1453800.0,7191.6179999999995,6836.2583,5.0
LDOUSDT,2024-12-24,2024-12-24 17:08:25.835000+03:30,1735047505835,1.84,15051.654,12151.3216,5.0
LINKIRT,2024-12-24,2024-12-24 17:08:26.282000+03:30,1735047506282,19303240.0,279.219,1033.4850000000001,5.0
LINKUSDT,2024-12-24,2024-12-24 17:08:25.667000+03:30,1735047505667,24.476,782.707,1028.33,5.0
LPTIRT,2024-12-24,2024-12-24 17:08:26.249000+03:30,1735047506249,15050160.0,1109.1,539.5,5.0
LPTUSDT,2024-12-24,2024-12-24 17:08:25.841000+03:30,1735047505841,19.35,1880.8,1559.6,5.0
LRCIRT,2024-12-24,2024-12-24 17:08:25.445000+03:30,1735047505445,174460.0,161401.0,164592.0,5.0
LRCUSDT,2024-12-24,2024-12-24 17:08:25.767000+03:30,1735047505767,0.2166,159230.0,159640.0,5.0
LTCIRT,2024-12-24,2024-12-24 17:08:26.268000+03:30,1735047506268,85600000.0,126.48496,96.45908,5.0
LTCUSDT,2024-12-24,2024-12-24 17:08:25.682000+03:30,1735047505682,108.56,223.43576000000002,189.16973,5.0
MAGICIRT,2024-12-24,2024-12-24 17:08:25.521000+03:30,1735047505521,362480.0,65973.121,15813.774,5.0
MAGICUSDT,2024-12-24,2024-12-24 17:08:25.969000+03:30,1735047505969,0.4598,74615.07,74326.30500000001,5.0
MAJORIRT,2024-12-24,2024-12-24 17:08:25.575000+03:30,1735047505575,493700.0,8698.07,16036.68,5.0
MAJORUSDT,2024-12-24,2024-12-24 17:08:25.869000+03:30,1735047505869,0.629784,32481.37,36642.86,5.0
MANAIRT,2024-12-24,2024-12-24 17:08:26.233000+03:30,1735047506233,421000.0,38320.0,24783.0,5.0
MANAUSDT,2024-12-24,2024-12-24 17:08:25.801000+03:30,1735047505801,0.532,65883.0,68132.0,5.0
MASKIRT,2024-12-24,2024-12-24 17:08:25.429000+03:30,1735047505429,2508500.0,4118.6,4636.9,5.0
MASKUSDT,2024-12-24,2024-12-24 17:08:25.754000+03:30,1735047505754,3.165,10700.9,6979.1,5.0
MDTIRT,2024-12-24,2024-12-24 17:08:25.599000+03:30,1735047505599,48550.0,216275.90000000002,230371.7,5.0
MDTUSDT,2024-12-24,2024-12-24 17:08:25.891000+03:30,1735047505891,0.06101,550626.3,716959.6,5.0
MEMEIRT,2024-12-24,2024-12-24 17:08:25.593000+03:30,1735047505593,8680.0,1291958.0,1245632.0,5.0
MEMEUSDT,2024-12-24,2024-12-24 17:08:25.872000+03:30,1735047505872,0.01099,2619543.0,2086798.0,5.0
MKRIRT,2024-12-24,2024-12-24 17:08:26.285000+03:30,1735047506285,1290000000.0,9.46491,11.52523,5.0
MKRUSDT,2024-12-24,2024-12-24 17:08:25.688000+03:30,1735047505688,1640.0,17.75836,21.51686,5.0
MOVEIRT,2024-12-24,2024-12-24 17:08:25.632000+03:30,1735047505632,665000.0,6634.51,18313.65,5.0
MOVEUSDT,2024-12-24,2024-12-24 17:08:25.914000+03:30,1735047505914,0.8374,29421.93,35601.020000000004,5.0
NEARIRT,2024-12-24,2024-12-24 17:08:25.501000+03:30,1735047505501,4419880.0,1811.3,2464.0,5.0
NEARUSDT,2024-12-24,2024-12-24 17:08:25.789000+03:30,1735047505789,5.564,4469.3,4808.2,5.0
NMRIRT,2024-12-24,2024-12-24 17:08:25.454000+03:30,1735047505454,13025030.0,2099.1204000000002,2074.9053,5.0
NMRUSDT,2024-12-24,2024-12-24 17:08:25.767000+03:30,1735047505767,16.5,2010.8232,1894.1027,5.0
NOTIRT,2024-12-24,2024-12-24 17:08:25.610000+03:30,1735047505610,5368.0,917445.0,4166161.0,5.0
NOTUSDT,2024-12-24,2024-12-24 17:08:25.890000+03:30,1735047505890,0.00678,4243230.0,1381297.0,5.0
OMGIRT,2024-12-24,2024-12-24 17:08:25.639000+03:30,1735047505639,160270.0,320.0,59.22,5.0
OMGUSDT,2024-12-24,2024-12-24 17:08:25.931000+03:30,1735047505931,0.2774,500.0,39.96,5.0
OMIRT,2024-12-24,2024-12-24 17:08:25.535000+03:30,1735047505535,2955910.0,4743.24,8978.74,5.0
OMUSDT,2024-12-24,2024-12-24 17:08:25.977000+03:30,1735047505977,3.7364,4998.29,4748.93,5.0
ONDOIRT,2024-12-24,2024-12-24 17:08:25.659000+03:30,1735047505659,1303150.0,3357.1400000000003,5570.24,5.0
ONDOUSDT,2024-12-24,2024-12-24 17:08:25.914000+03:30,1735047505914,1.6898,11198.03,65745.19,5.0
ONEIRT,2024-12-24,2024-12-24 17:08:26.294000+03:30,1735047506294,24410.0,940384.7000000001,719965.2000000001,5.0
ONEUSDT,2024-12-24,2024-12-24 17:08:25.728000+03:30,1735047505728,0.031,786060.2,530313.8,5.0
PAXGIRT,2024-12-24,2024-12-24 17:08:25.542000+03:30,1735047505542,2073113590.0,2.01203,4.36587,5.0
PAXGUSDT,2024-12-24,2024-12-24 17:08:25.971000+03:30,1735047505971,2625.0,4.59716,7.81672,5.0
PENDLEIRT,2024-12-24,2024-12-24 17:08:25.594000+03:30,1735047505594,4153170.0,4680.019,3766.0119999999997,5.0
PENDLEUSDT,2024-12-24,2024-12-24 17:08:25.876000+03:30,1735047505876,5.27,5260.871,4928.72,5.0
PMNUSDT,2024-12-24,2024-12-24 17:08:25.784000+03:30,1735047505784,0.05787,53936.799999999996,39460.5,5.0
POLIRT,2024-12-24,2024-12-24 17:08:25.485000+03:30,1735047505485,403200.0,20633.0,23052.0,5.0
POLUSDT,2024-12-24,2024-12-24 17:08:25.773000+03:30,1735047505773,0.5129,63821.0,33737.0,5.0
QNTIRT,2024-12-24,2024-12-24 17:08:26.266000+03:30,1735047506266,92824850.0,428.737,288.591,5.0
QNTUSDT,2024-12-24,2024-12-24 17:08:25.830000+03:30,1735047505830,115.6,272.814,271.559,5.0
RDNTIRT,2024-12-24,2024-12-24 17:08:25.652000+03:30,1735047505652,49000.0,265148.23,392663.17,5.0
RDNTUSDT,2024-12-24,2024-12-24 17:08:25.942000+03:30,1735047505942,0.0622,580340.43,666258.3200000001,5.0
RENDERIRT,2024-12-24,2024-12-24 17:08:25.533000+03:30,1735047505533,6121040.0,1803.405,1319.0349999999999,5.0
RENDERUSDT,2024-12-24,2024-12-24 17:08:25.967000+03:30,1735047505967,7.75,5136.1939999999995,2997.6749999999997,5.0
RSRIRT,2024-12-24,2024-12-24 17:08:25.673000+03:30,1735047505673,10379.0,621040.0,2043832.0,5.0
RSRUSDT,2024-12-24,2024-12-24 17:08:25.948000+03:30,1735047505948,0.013108,2072644.0,2169138.0,5.0
SAFEIRT,2024-12-24,2024-12-24 17:08:25.589000+03:30,1735047505589,852260.0,7441.280000000001,13787.32,5.0
SAFEUSDT,2024-12-24,2024-12-24 17:08:25.884000+03:30,1735047505884,1.0639,21562.4,22510.62,5.0
SANDIRT,2024-12-24,2024-12-24 17:08:26.255000+03:30,1735047506255,481990.0,25996.0,38506.0,5.0
SANDUSDT,2024-12-24,2024-12-24 17:08:25.816000+03:30,1735047505816,0.6051,58391.0,35626.0,5.0
SHIBIRT,2024-12-24,2024-12-24 17:08:25.450000+03:30,1735047505450,17860.0,283562.0,472534.0,5.0
SHIBUSDT,2024-12-24,2024-12-24 17:08:25.737000+03:30,1735047505737,0.02268,2511357.0,1389163.0,5.0
SKLIRT,2024-12-24,2024-12-24 17:08:25.577000+03:30,1735047505577,40570.0,505647.8,501960.8,5.0
SKLUSDT,2024-12-24,2024-12-24 17:08:25.859000+03:30,1735047505859,0.05045,666740.6,708365.7000000001,5.0
SLPIRT,2024-12-24,2024-12-24 17:08:25.511000+03:30,1735047505511,3216.0,2251216.0,3222719.0,5.0
SLPUSDT,2024-12-24,2024-12-24 17:08:25.807000+03:30,1735047505807,0.00405,6750256.0,9738026.0,5.0
SNTIRT,2024-12-24,2024-12-24 17:08:25.488000+03:30,1735047505488,35280.0,210974.0,521002.2,5.0
SNTUSDT,2024-12-24,2024-12-24 17:08:25.792000+03:30,1735047505792,0.0449,694704.8,828956.0,5.0
SNXIRT,2024-12-24,2024-12-24 17:08:25.454000+03:30,1735047505454,1756360.0,15536.1,16668.6,5.0
SNXUSDT,2024-12-24,2024-12-24 17:08:25.764000+03:30,1735047505764,2.225,14501.2,15282.5,5.0
SOLIRT,2024-12-24,2024-12-24 17:08:25.432000+03:30,1735047505432,154463680.0,143.589,95.453,5.0
SOLUSDT,2024-12-24,2024-12-24 17:08:25.732000+03:30,1735047505732,194.752,118.50999999999999,93.433,5.0
SSVIRT,2024-12-24,2024-12-24 17:08:25.612000+03:30,1735047505612,18355200.0,1478.0879,1134.0774999999999,5.0
SSVUSDT,2024-12-24,2024-12-24 17:08:25.904000+03:30,1735047505904,23.5,1431.3624,1620.6381000000001,5.0
STORJIRT,2024-12-24,2024-12-24 17:08:25.471000+03:30,1735047505471,404680.0,65393.65,52881.22,5.0
STORJUSDT,2024-12-24,2024-12-24 17:08:25.780000+03:30,1735047505780,0.5143,65796.15,69031.59,5.0
SUPERIRT,2024-12-24,2024-12-24 17:08:25.677000+03:30,1735047505677,1313820.0,16557.03,9959.0,5.0
SUPERUSDT,2024-12-24,2024-12-24 17:08:25.946000+03:30,1735047505946,1.6706,16537.61,16171.550000000001,5.0
SUSHIIRT,2024-12-24,2024-12-24 17:08:26.229000+03:30,1735047506229,1209860.0,9020.0,11446.0,5.0
SUSHIUSDT,2024-12-24,2024-12-24 17:08:25.824000+03:30,1735047505824,1.571,27145.0,23264.0,5.0
TIRT,2024-12-24,2024-12-24 17:08:25.556000+03:30,1735047505556,23200.0,433371.7,243015.69999999998,5.0
TONIRT,2024-12-24,2024-12-24 17:08:25.553000+03:30,1735047505553,4534380.0,914.9139999999999,1545.474,5.0
TONUSDT,2024-12-24,2024-12-24 17:08:25.849000+03:30,1735047505849,5.735,1505.631,1437.3319999999999,5.0
TRBIRT,2024-12-24,2024-12-24 17:08:25.625000+03:30,1735047505625,51421700.0,333.65355,345.11927,5.0
TRBUSDT,2024-12-24,2024-12-24 17:08:25.903000+03:30,1735047505903,65.18,344.72851,325.45197,5.0
TRXIRT,2024-12-24,2024-12-24 17:08:25.509000+03:30,1735047505509,201960.0,24373.1,36346.3,5.0
TRXUSDT,2024-12-24,2024-12-24 17:08:25.769000+03:30,1735047505769,0.25499,52313.5,68148.3,5.0
TUSDT,2024-12-24,2024-12-24 17:08:25.856000+03:30,1735047505856,0.0291,1105568.4,1126317.2,5.0
UMAIRT,2024-12-24,2024-12-24 17:08:25.577000+03:30,1735047505577,2247830.0,8910.021999999999,10695.712,5.0
UMAUSDT,2024-12-24,2024-12-24 17:08:25.858000+03:30,1735047505858,2.885,5527.512,5644.938,5.0
UNIIRT,2024-12-24,2024-12-24 17:08:26.250000+03:30,1735047506250,11150320.0,649.657,1201.3890000000001,5.0
UNIUSDT,2024-12-24,2024-12-24 17:08:25.820000+03:30,1735047505820,14.185,1476.069,1267.237,5.0
USDCIRT,2024-12-24,2024-12-24 17:08:25.417000+03:30,1735047505417,792670.0,5695.360000000001,6108.58,5.0
USDCUSDT,2024-12-24,2024-12-24 17:08:25.714000+03:30,1735047505714,0.9986,16821.16,152555.58,5.0
USDTIRT,2024-12-24,2024-12-24 17:08:26.287000+03:30,1735047506287,789900.0,20730.21,21935.68,5.0
WBTCIRT,2024-12-24,2024-12-24 17:08:26.245000+03:30,1735047506245,74768549960.0,0.139044,0.21784599999999998,5.0
WBTCUSDT,2024-12-24,2024-12-24 17:08:25.818000+03:30,1735047505818,93417.6,28.498952,0.35131999999999997,5.0
WIRT,2024-12-24,2024-12-24 17:08:25.616000+03:30,1735047505616,233750.0,43337.020000000004,83736.64,5.0
WLDIRT,2024-12-24,2024-12-24 17:08:25.624000+03:30,1735047505624,1853000.0,6804.02,1840.2980000000002,5.0
WLDUSDT,2024-12-24,2024-12-24 17:08:25.918000+03:30,1735047505918,2.35,10018.812,5600.838,5.0
WOOIRT,2024-12-24,2024-12-24 17:08:25.562000+03:30,1735047505562,175090.0,144821.66,75448.08,5.0
WOOUSDT,2024-12-24,2024-12-24 17:08:25.847000+03:30,1735047505847,0.22093,152800.89,160462.91,5.0
WUSDT,2024-12-24,2024-12-24 17:08:25.905000+03:30,1735047505905,0.2908,75810.56,84773.87,5.0
XAUTIRT,2024-12-24,2024-12-24 17:08:25.557000+03:30,1735047505557,2083001120.0,2.00745,3.58711,5.0
XAUTUSDT,2024-12-24,2024-12-24 17:08:25.988000+03:30,1735047505988,2634.8,4.91294,1.34447,5.0
XIRT,2024-12-24,2024-12-24 17:08:25.629000+03:30,1735047505629,128.3,183985455.0,464912470.0,5.0
XLMIRT,2024-12-24,2024-12-24 17:08:25.479000+03:30,1735047505479,300790.0,35469.7,11926.199999999999,5.0
XLMUSDT,2024-12-24,2024-12-24 17:08:25.733000+03:30,1735047505733,0.38,43681.6,52844.7,5.0
XMRIRT,2024-12-24,2024-12-24 17:08:26.282000+03:30,1735047506282,150799780.0,12.723,39.976,5.0
XMRUSDT,2024-12-24,2024-12-24 17:08:25.696000+03:30,1735047505696,188.77,36.991,40.245,5.0
XRPIRT,2024-12-24,2024-12-24 17:08:26.308000+03:30,1735047506308,1811000.0,11872.199999999999,6096.900000000001,5.0
XRPUSDT,2024-12-24,2024-12-24 17:08:25.671000+03:30,1735047505671,2.2854,6968.900000000001,5206.0,5.0
XTZIRT,2024-12-24,2024-12-24 17:08:25.606000+03:30,1735047505606,1130990.0,19716.93,10151.460000000001,5.0
XTZUSDT,2024-12-24,2024-12-24 17:08:25.890000+03:30,1735047505890,1.426,19826.06,19076.5,5.0
XUSDT,2024-12-24,2024-12-24 17:08:25.907000+03:30,1735047505907,0.0001621,124498235.0,97563517.0,5.0
YFIIRT,2024-12-24,2024-12-24 17:08:25.439000+03:30,1735047505439,7366194820.0,3.749,4.68,5.0
YFIUSDT,2024-12-24,2024-12-24 17:08:25.750000+03:30,1735047505750,9267.0,3.4958,3.1061,5.0
ZROIRT,2024-12-24,2024-12-24 17:08:25.561000+03:30,1735047505561,4498550.0,3415.922,2581.476,5.0
ZROUSDT,2024-12-24,2024-12-24 17:08:25.848000+03:30,1735047505848,5.748,4363.9619999999995,4551.0199999999995,5.0
ZRXIRT,2024-12-24,2024-12-24 17:08:25.502000+03:30,1735047505502,393990.0,73228.7,55529.1,5.0
ZRXUSDT,2024-12-24,2024-12-24 17:08:25.822000+03:30,1735047505822,0.4962,68670.8,69415.3,5.0
100K_FLOKIIRT,2024-12-24,2024-12-24 17:08:25.623000+03:30,1735047505623,14160008.0,1434.903,457.316,10.0
100K_FLOKIUSDT,2024-12-24,2024-12-24 17:08:25.913000+03:30,1735047505913,17.8899,1009.722,838.6560000000001,10.0
1B_BABYDOGEIRT,2024-12-24,2024-12-24 17:08:25.638000+03:30,1735047505638,2910000.0,4309.652,9004.089,10.0
1B_BABYDOGEUSDT,2024-12-24,2024-12-24 17:08:25.932000+03:30,1735047505932,3.678,6482.334,6656.307,10.0
1INCHIRT,2024-12-24,2024-12-24 17:08:25.607000+03:30,1735047505607,322550.0,50639.0,86209.0,10.0
1INCHUSDT,2024-12-24,2024-12-24 17:08:25.899000+03:30,1735047505899,0.41,140888.0,86602.0,10.0
1M_BTTIRT,2024-12-24,2024-12-24 17:08:25.505000+03:30,1735047505505,900020.0,7495.05,5344.41,10.0
1M_BTTUSDT,2024-12-24,2024-12-24 17:08:25.957000+03:30,1735047505957,1.151,27630.44,27763.63,10.0
1M_NFTIRT,2024-12-24,2024-12-24 17:08:25.651000+03:30,1735047505651,424000.0,47258.740000000005,39024.64,10.0
1M_NFTUSDT,2024-12-24,2024-12-24 17:08:25.944000+03:30,1735047505944,0.5273,53542.06,62123.29,10.0
1M_PEPEIRT,2024-12-24,2024-12-24 17:08:25.643000+03:30,1735047505643,14701250.0,318.6058,437.1175,10.0
1M_PEPEUSDT,2024-12-24,2024-12-24 17:08:25.920000+03:30,1735047505920,18.7395,713.3498000000001,1384.8203,10.0
AAVEIRT,2024-12-24,2024-12-24 17:08:25.412000+03:30,1735047505412,297800010.0,22.567,30.4949,10.0
AAVEUSDT,2024-12-24,2024-12-24 17:08:25.695000+03:30,1735047505695,377.23,24.4885,63.7378,10.0
ADAIRT,2024-12-24,2024-12-24 17:08:25.431000+03:30,1735047505431,727960.0,36362.6,24763.399999999998,10.0
ADAUSDT,2024-12-24,2024-12-24 17:08:25.714000+03:30,1735047505714,0.9188,13379.6,31191.2,10.0
AEVOIRT,2024-12-24,2024-12-24 17:08:25.549000+03:30,1735047505549,309900.0,43919.19,41641.26,10.0
AEVOUSDT,2024-12-24,2024-12-24 17:08:25.991000+03:30,1735047505991,0.389,45626.84,40866.58,10.0
AGLDIRT,2024-12-24,2024-12-24 17:08:25.520000+03:30,1735047505520,1320250.0,8859.605,6909.867,10.0
AGLDUSDT,2024-12-24,2024-12-24 17:08:25.961000+03:30,1735047505961,1.6689,12637.66,16262.575,10.0
ALGOIRT,2024-12-24,2024-12-24 17:08:26.300000+03:30,1735047506300,306510.0,29520.2,68382.3,10.0
ALGOUSDT,2024-12-24,2024-12-24 17:08:25.709000+03:30,1735047505709,0.3903,73698.90000000001,73112.6,10.0
ANKRIRT,2024-12-24,2024-12-24 17:08:25.645000+03:30,1735047505645,30090.0,336073.6,999649.1000000001,10.0
ANKRUSDT,2024-12-24,2024-12-24 17:08:25.921000+03:30,1735047505921,0.03799,698521.6,682422.9,10.0
APEIRT,2024-12-24,2024-12-24 17:08:26.229000+03:30,1735047506229,999950.0,10442.9,20790.8,10.0
APEUSDT,2024-12-24,2024-12-24 17:08:25.803000+03:30,1735047505803,1.26,25605.100000000002,29760.2,10.0
API3IRT,2024-12-24,2024-12-24 17:08:26.277000+03:30,1735047506277,1370000.0,21242.135000000002,15140.289,10.0
API3USDT,2024-12-24,2024-12-24 17:08:25.710000+03:30,1735047505710,1.762,20439.245,18747.714,10.0
APTIRT,2024-12-24,2024-12-24 17:08:26.304000+03:30,1735047506304,7632220.0,3344.7,629.9,10.0
APTUSDT,2024-12-24,2024-12-24 17:08:25.739000+03:30,1735047505739,9.67,1266.2,1216.2,10.0
ARBIRT,2024-12-24,2024-12-24 17:08:25.588000+03:30,1735047505588,646960.0,9187.69,11467.096,10.0
ARBUSDT,2024-12-24,2024-12-24 17:08:25.885000+03:30,1735047505885,0.818,22493.427,20725.427,10.0
ATOMIRT,2024-12-24,2024-12-24 17:08:25.451000+03:30,1735047505451,5490000.0,2952.79,3094.8799999999997,10.0
ATOMUSDT,2024-12-24,2024-12-24 17:08:25.744000+03:30,1735047505744,6.993,3427.14,3206.03,10.0
AVAXIRT,2024-12-24,2024-12-24 17:08:26.268000+03:30,1735047506268,31270120.0,257.54,440.48,10.0
AVAXUSDT,2024-12-24,2024-12-24 17:08:25.831000+03:30,1735047505831,39.799,644.04,515.23,10.0
AXSIRT,2024-12-24,2024-12-24 17:08:25.501000+03:30,1735047505501,5399800.0,1689.9,4093.2,10.0
AXSUSDT,2024-12-24,2024-12-24 17:08:25.788000+03:30,1735047505788,6.85,5189.099999999999,6184.1,10.0
BALIRT,2024-12-24,2024-12-24 17:08:25.475000+03:30,1735047505475,2111750.0,12056.2,12781.5,10.0
BALUSDT,2024-12-24,2024-12-24 17:08:25.795000+03:30,1735047505795,2.689,12468.8,13050.2,10.0
BANANAIRT,2024-12-24,2024-12-24 17:08:25.603000+03:30,1735047505603,33094370.0,395.0714,503.6333,10.0
BANANAUSDT,2024-12-24,2024-12-24 17:08:25.896000+03:30,1735047505896,40.39,489.8544,550.7036,10.0
BANDIRT,2024-12-24,2024-12-24 17:08:25.569000+03:30,1735047505569,1211260.0,23305.214,21888.075,10.0
BANDUSDT,2024-12-24,2024-12-24 17:08:25.865000+03:30,1735047505865,1.533,23168.675,22537.517,10.0
BATIRT,2024-12-24,2024-12-24 17:08:25.466000+03:30,1735047505466,231910.0,25737.600000000002,19652.0,10.0
BATUSDT,2024-12-24,2024-12-24 17:08:25.757000+03:30,1735047505757,0.2949,125600.3,124405.2,10.0
BCHIRT,2024-12-24,2024-12-24 17:08:25.432000+03:30,1735047505432,366880780.0,42.7372,31.45855,10.0
BCHUSDT,2024-12-24,2024-12-24 17:08:25.688000+03:30,1735047505688,466.03,55.4995,35.1715,10.0
BICOIRT,2024-12-24,2024-12-24 17:08:25.549000+03:30,1735047505549,243160.0,112276.28,88577.68,10.0
BICOUSDT,2024-12-24,2024-12-24 17:08:25.979000+03:30,1735047505979,0.305,110739.57,111247.09,10.0
BLURIRT,2024-12-24,2024-12-24 17:08:25.544000+03:30,1735047505544,216010.0,47927.97,78934.82,10.0
BLURUSDT,2024-12-24,2024-12-24 17:08:25.842000+03:30,1735047505842,0.2737,130815.23,127763.64,10.0
BNBIRT,2024-12-24,2024-12-24 17:08:25.447000+03:30,1735047505447,544450000.0,10.201,39.166999999999994,10.0
BNBUSDT,2024-12-24,2024-12-24 17:08:25.703000+03:30,1735047505703,688.0,45.101,42.52,10.0
BNXIRT,2024-12-24,2024-12-24 17:08:25.693000+03:30,1735047505693,345120.0,40764.4,46279.08,10.0
BNXUSDT,2024-12-24,2024-12-24 17:08:25.959000+03:30,1735047505959,0.4314,60200.82,60175.44,10.0
BTCIRT,2024-12-24,2024-12-24 17:08:26.229000+03:30,1735047506229,74680000000.0,0.054166,0.047713,10.0
BTCUSDT,2024-12-24,2024-12-24 17:08:25.648000+03:30,1735047505648,94530.0,0.167274,0.446745,10.0
CAKEIRT,2024-12-24,2024-12-24 17:08:25.526000+03:30,1735047505526,2049720.0,1958.141,6374.714,10.0
CAKEUSDT,2024-12-24,2024-12-24 17:08:25.975000+03:30,1735047505975,2.59,6441.16,6385.253,10.0
CATIIRT,2024-12-24,2024-12-24 17:08:25.676000+03:30,1735047505676,306910.0,55604.87,24511.94,10.0
CATIUSDT,2024-12-24,2024-12-24 17:08:25.928000+03:30,1735047505928,0.3918,78151.22,56086.05,10.0
CELRIRT,2024-12-24,2024-12-24 17:08:25.571000+03:30,1735047505571,16490.0,850764.6,730044.8,10.0
CELRUSDT,2024-12-24,2024-12-24 17:08:25.869000+03:30,1735047505869,0.02077,1644430.5,1830409.3,10.0
CHZIRT,2024-12-24,2024-12-24 17:08:26.251000+03:30,1735047506251,73670.0,302606.0,171563.0,10.0
CHZUSDT,2024-12-24,2024-12-24 17:08:25.818000+03:30,1735047505818,0.0935,297637.0,275846.0,10.0
COMPIRT,2024-12-24,2024-12-24 17:08:25.463000+03:30,1735047505463,68534840.0,581.36,414.17,10.0
COMPUSDT,2024-12-24,2024-12-24 17:08:25.780000+03:30,1735047505780,85.17,364.57,407.49,10.0
CRVIRT,2024-12-24,2024-12-24 17:08:25.486000+03:30,1735047505486,766000.0,23704.816000000003,24046.719,10.0
CRVUSDT,2024-12-24,2024-12-24 17:08:25.789000+03:30,1735047505789,0.969,19032.822,24866.454999999998,10.0
CVCIRT,2024-12-24,2024-12-24 17:08:25.438000+03:30,1735047505438,136530.0,92276.54000000001,145946.16,10.0
CVCUSDT,2024-12-24,2024-12-24 17:08:25.755000+03:30,1735047505755,0.1733,212559.8,238142.56,10.0
CVXIRT,2024-12-24,2024-12-24 17:08:25.583000+03:30,1735047505583,3790120.0,1363.4009999999998,333.545,10.0
CVXUSDT,2024-12-24,2024-12-24 17:08:25.877000+03:30,1735047505877,4.833,4175.357,4239.939,10.0
DAIIRT,2024-12-24,2024-12-24 17:08:26.265000+03:30,1735047506265,793000.0,5913.81,1293.44,10.0
DAIUSDT,2024-12-24,2024-12-24 17:08:25.832000+03:30,1735047505832,1.001,27646.52,87208.23999999999,10.0
DAOIRT,2024-12-24,2024-12-24 17:08:26.308000+03:30,1735047506308,273100.0,11040.48,38435.16,10.0
DAOUSDT,2024-12-24,2024-12-24 17:08:25.742000+03:30,1735047505742,0.346,95335.45999999999,96382.13,10.0
